Time,Label,EDA_SCR_count,EDA_Phasic_AUC,EDA_Tonic_Mean,Subject,HRV_RMSSD,HRV_SDNN,HRV_MeanNN,HRV_LF,HRV_HF,HRV_LFHF
1140.0,0,89,4.299514215154686,1.1834899093401967,S2,62.74933878021654,61.836403215013284,861.1490683229813,0.06183912106980753,0.040557546691460354,1.5247253868742545
1200.0,0,94,4.5913131903412925,1.1448704755067578,S2,73.68716900568353,73.86040844494404,852.2816032887976,0.06440176527286307,0.035239879282198426,1.8275251386969389
1260.0,0,94,4.12511420148504,1.120884583392303,S2,68.17228054713901,70.55014821836137,841.1971830985915,0.05775577577616243,0.03182990430343134,1.81451301975596
1320.0,0,90,3.5539736907183137,1.1001197450400984,S2,57.23625372369959,59.55403933545049,819.0313111545988,0.04922930655412031,0.020901685006848775,2.3552793249917188
1380.0,0,89,4.197684006752712,1.1308184862085318,S2,51.45852171101824,64.53022706623437,785.3383458646617,0.0151003524071124,0.016342322201503893,0.9240028571779596
2280.0,1,91,4.507709889257631,1.1865242417782678,S2,50.125013783566395,65.6713291531448,716.7383820998278,0.021448979070269415,0.012825308505436754,1.6723947857610613
2340.0,1,92,4.776510930903924,1.216395248165764,S2,40.391420335693745,63.75459266548922,741.1623779946763,0.03438585194555541,0.009683053100067065,3.551137393361733
2400.0,1,90,4.851879085451758,1.296496055108321,S2,58.06389144100344,80.6362633561324,757.3157415832575,0.024497165786045584,0.0038439174254564904,6.372968790591641
2460.0,1,92,5.066146293130025,1.3999520986515201,S2,65.8100371675304,80.71926027301775,750.2066486972149,0.012481668755890274,0.0037669933673473207,3.3134299794851354
2520.0,1,95,5.657502209075854,1.4768491091639935,S2,77.24723235113615,97.08574537566372,771.6866359447005,0.005489450514701563,0.002648575339633646,2.0726050086462218
2580.0,1,94,6.641352839301003,1.6492559220941663,S2,69.64787178876031,76.15063111191982,805.4826254826255,0.01077514932447852,0.005258571106158974,2.0490641101835414
2640.0,1,97,8.298965910036486,1.9810923410140364,S2,35.196834509894046,50.976803392622735,802.46138996139,0.04710899539925438,0.021360085021679152,2.205468534017617
2700.0,1,96,9.732243414475986,2.371050540588907,S2,38.0342080924748,52.976877096589575,814.8727984344422,0.05822907021489134,0.013734719043080565,4.239553064918838
2760.0,1,96,11.803820631402209,2.7016949542754847,S2,39.53832438814211,55.849015428974,802.6558005752637,0.04783155264694343,0.01914053963326397,2.4989657325971053
2820.0,1,100,11.57977402368947,2.978488907314095,S2,39.58644591842001,50.851989641282515,797.9809523809523,0.0421528356894848,0.04146818352140536,1.0165103004264953
4080.0,0,91,3.1760387974980184,0.904732819126918,S2,155.3480221496335,131.56355852370194,860.8941418293937,0.06137921918832805,0.060937079819581276,1.0072556704399986
4140.0,0,92,3.200919654366537,0.8744995829192777,S2,98.02668396528964,89.30080603936084,911.7775354416577,0.06818586057973705,0.0506929030441997,1.3450770519156312
4200.0,0,91,2.9845544854527697,0.8329754108415994,S2,77.62355320750828,71.9499851584633,908.9203925845148,0.04193645124177664,0.04484606644542323,0.9351199462011337
4260.0,0,89,3.0796134377648396,0.79848391994619,S2,80.77971407445735,69.29962705893952,897.2943722943724,0.03954394927058008,0.06714556836743855,0.5889286550407167
4320.0,0,89,2.8620026260513503,0.7781136425292765,S2,75.08669756638292,75.00300947098341,897.2077922077923,0.026224810170468724,0.02263976684962392,1.1583516007323351
4380.0,0,89,2.718772379758594,0.7634103638568559,S2,65.34201269333562,77.64441864008752,850.0612244897959,0.040716390869433856,0.026240598883791818,1.5516563112659516
4740.0,0,90,2.9317489392848626,0.7564497645586132,S2,143.19616057012658,126.65193973690691,887.3027718550106,0.037950227346419396,0.04911789357531767,0.7726354813694584
4800.0,0,92,3.014082984335304,0.8016062312613281,S2,120.43703198223731,108.15296409047953,902.056277056277,0.02756904975976062,0.017245490647878656,1.5986236821363997
4860.0,0,89,3.0906447897036036,0.7714647876732634,S2,78.09703657332447,64.98929691726639,882.4338624338624,0.0790565360002526,0.05903619578919728,1.3391197543036597
4920.0,0,83,2.9582506285257635,0.7044397398646359,S2,91.46068479100529,75.87357910767861,900.9632034632033,0.017258114295131098,0.023860645352325204,0.7232878256349972
4980.0,0,86,2.6297680749956136,0.6508817496904353,S2,78.74822690428627,88.25955183414037,899.967776584318,0.04165798535796812,0.029861039142044604,1.3950614765885128
5040.0,0,85,2.659525942456091,0.5806910325542753,S2,81.75495671624634,92.69422976795404,890.0106609808103,0.016717323146040904,0.010171736631773546,1.6435072742466463
5460.0,0,89,2.6028096571456705,0.6501456323464773,S2,85.09587152152372,97.86252410268538,887.6226012793178,0.01652728026334718,0.00905198470059851,1.8258184044714976
5520.0,0,89,2.4759329204349285,0.6284459856238547,S2,75.16179027861932,103.38620286397534,869.6871741397289,0.019634062036120895,0.006925048212970816,2.835223876036809
5580.0,0,88,2.381136943814357,0.5911935976546207,S2,71.85438112256095,84.36154914372152,883.5767195767195,0.030042289958563465,0.023501023588192126,1.2783396368172635
5640.0,0,90,2.218150239834852,0.5274926391505095,S2,67.06041971676449,67.2620456998903,891.4392324093816,0.045564694007452514,0.06351374736515422,0.7173989238186698
5700.0,0,92,2.140637048366676,0.4796058684467077,S2,70.99358895162668,55.376346267501454,899.624060150376,0.035400155906344405,0.09950309626716497,0.35576939044484895
5760.0,0,91,2.118503866515929,0.46336026934771285,S2,71.65779545971095,61.697568773635304,932.992125984252,0.03330745845037629,0.07164252908643975,0.4649118180932645
300.0,0,91,27.23037121250925,7.313175457109772,S3,81.37133105343038,102.85710878024611,869.9165797705945,0.04483003164741064,0.00847159879252455,5.29180296958459
360.0,0,93,32.269565787207455,8.15805497046851,S3,94.85517273668522,149.22831953581857,975.0351288056207,0.008402747471981916,0.007049486609443713,1.191965874610689
420.0,0,90,31.45552738651497,8.051644596191478,S3,126.0606749355742,113.7264075176938,1073.8701298701299,0.029088022632859402,0.05189713943408684,0.56049375649699
480.0,0,87,26.990904032628627,7.503643662266813,S3,133.41968575604247,120.17140906949062,1087.7457404980341,0.05338143712561677,0.063846562815058,0.8360894427511285
540.0,0,90,26.399873933036652,7.107380936182683,S3,136.16630773612047,116.61812673734153,1125.3234501347708,0.029780342210493936,0.08057219872697034,0.36961064338592275
600.0,0,88,21.218555345632897,6.907049158142569,S3,125.96580641168714,120.92418707012216,1090.1818181818182,0.05648734337513449,0.08432583301456215,0.669869971701077
660.0,0,87,18.92962160151946,6.794345541779904,S3,101.1166779532281,129.66548284608695,1066.2548262548264,0.013068924636206453,0.012692484894069754,1.0296584747020325
720.0,0,90,25.729585570868604,6.610073222139373,S3,112.2534092057838,140.83425700259392,1104.3257676902538,0.03288505610083069,0.01939348914563963,1.6956750718693887
780.0,0,94,25.663032950329413,6.502715360475565,S3,119.41847912034395,110.80689059379371,1135.1292517006802,0.04233202954621703,0.043948891741037395,0.9632103989254724
840.0,0,91,20.369952970675648,6.481127698436863,S3,114.76642100239403,100.54941303620294,1117.1293800539083,0.031939316605341356,0.058277179631159325,0.5480587222560821
900.0,0,89,15.823488500199398,6.4490898510514585,S3,130.15766811674987,138.14909244161595,1061.9770408163265,0.0439792317498144,0.027811702609548364,1.5813210851289403
960.0,0,92,14.501096791230694,6.425914140249374,S3,134.27363710345847,146.6110508793395,1057.6864728192163,0.04031764501344147,0.024248046678260388,1.6627172303156401
1020.0,0,90,12.487345252812322,6.445376933368974,S3,127.98136367764202,120.05823152149298,1102.420634920635,0.03738050229107677,0.04512510182496128,0.828374912838412
1080.0,0,89,10.936846485308633,6.4530043398880075,S3,123.80378727466399,132.20499475535493,1114.365821094793,0.058517515296279396,0.05732874561128531,1.0207360142336706
1140.0,0,93,9.498054615328437,6.468426520283892,S3,126.53329616842548,125.48247769714892,1134.4489795918366,0.05257219084596678,0.06865426539927622,0.7657527254893768
1200.0,0,92,11.143514460381754,6.467262543567712,S3,115.02956606865274,118.94361392676723,1138.4752747252749,0.06131338050784983,0.04712893746532579,1.3009709916112575
1260.0,0,89,12.941244006329478,6.4678512367014935,S3,110.12551036133735,119.0010475615552,1114.8331108144193,0.02319531036850881,0.03681463875993872,0.630056715203999
1320.0,0,83,15.343815349616452,6.469379105115415,S3,121.11018684097947,112.43601656629265,1125.9299191374664,0.03861108387999158,0.04799808012343844,0.804429755954697
1380.0,0,88,18.518392554824118,6.463595298835888,S3,119.09662910579885,113.17647196869655,1135.2789115646258,0.039241319356117826,0.041430954199096676,0.9471497848575597
1440.0,0,92,20.983057286379626,6.4884778583209295,S3,106.46625365872703,94.85230261847471,1119.1509433962262,0.027433371004148454,0.03816188727106429,0.7188682993922426
2280.0,1,83,31.976247588554962,8.663053486308627,S3,16.0542598735537,67.94156242171972,541.7337662337662,0.0025779472866950953,0.0011001241123676816,2.3433240465449394
2340.0,1,90,35.06905046013161,8.947661384393527,S3,44.838568638718385,105.73951952347029,656.4835164835165,0.018940778135795235,0.00457642317746117,4.13877331735368
2400.0,1,94,28.88608163717703,7.920083370148959,S3,72.08604968663333,112.95209840357727,696.9924812030075,0.01093650346942038,0.003901278655940717,2.803312563373727
2460.0,1,93,31.672461480331457,7.989147773982565,S3,76.15781034034691,115.69766410945326,703.8403361344538,0.008082946046103271,0.007012083650849963,1.1527167171092583
2520.0,1,84,34.03897772272852,8.575444412441524,S3,88.02458228208991,138.24524759707674,807.4903474903475,0.024146719732251992,0.006616549131959729,3.6494431236997515
2580.0,1,83,34.581676160402786,8.964819054944899,S3,70.52144642095428,152.21382888308221,752.8481012658228,0.008516308274441413,0.0022044510547587107,3.8632330965377544
2640.0,1,94,32.15257844459428,8.434535849749842,S3,31.027273023311274,60.47456527607062,639.9462365591398,0.04879936483243079,0.018432715951220133,2.6474321506159035
2700.0,1,99,28.096948879226986,7.873431527425823,S3,46.90527006558845,98.13045235118108,674.0839386602098,0.015988023917141266,0.005156322267824162,3.100664211177749
2760.0,1,94,27.654486584001216,7.443675926355994,S3,57.77397858374467,95.65623319602196,751.392632524708,0.03667109238382875,0.00809739853099326,4.528749850148541
2820.0,1,93,28.334717535831608,7.267052670185813,S3,68.11524847513905,104.33582428581455,789.0160832544938,0.0788733108853985,0.016032960577374872,4.919447690571985
4260.0,0,89,26.201190902786912,6.8848328490549076,S3,121.77483403430132,208.853722546295,941.3378684807257,0.01014267193115276,0.004647524528146806,2.182381581791702
4320.0,0,90,24.459668716912145,6.878674564647218,S3,142.04428286583502,224.01015659448606,1105.357142857143,0.03312117440702068,0.012987563795606016,2.550222268646435
4380.0,0,95,24.758490073444772,6.878671081017267,S3,141.0803648511248,158.50565046272848,1181.8000000000002,0.049019222913392425,0.013596394646001056,3.6053103921788456
4440.0,0,96,25.618212273237233,6.878904799866239,S3,142.00657149068354,158.28644090044403,1150.4715672676837,0.05518094248098537,0.019160856817013742,2.8798786509373557
4500.0,0,97,27.030441796079245,6.886485269924892,S3,175.0445670992322,195.12465562484118,1132.1496598639455,0.061245189940846094,0.021650582645097293,2.828801004794893
4560.0,0,94,28.026462205089754,6.898916193348494,S3,175.7405836659613,192.8084778804037,1136.8843537414964,0.03041909160183416,0.013373578740164958,2.2745663066592865
4620.0,0,92,27.62322922646653,6.959082988823565,S3,154.83749204293406,175.22828563311901,1076.7012987012986,0.04661459216609484,0.021699927778693947,2.1481450372320285
4980.0,0,92,27.461032615712767,7.7549291187101375,S3,125.10466043935293,175.33018949982107,1006.110444177671,0.015885118212777983,0.006789333236787822,2.3397169734878958
5040.0,0,95,27.342915644352843,7.971050123675255,S3,129.00276579199578,164.4553202779401,1020.7448107448107,0.009177773332870356,0.003968052901561644,2.312916072580183
5100.0,0,96,28.285717378464494,7.849731362402943,S3,135.8003381178415,136.56203497086707,1101.6666666666667,0.04398292576006085,0.023714008504593494,1.8547233695872711
5160.0,0,96,27.831324423826434,7.714060949568256,S3,138.0862535195981,127.13959707328522,1120.7681940700809,0.05110062046691221,0.035867561119259636,1.4247029592283305
5220.0,0,96,28.764426475592206,7.607565557435811,S3,150.2785874506207,138.1571204209257,1131.2517006802723,0.05968063762726703,0.026234978751115256,2.2748498557381143
5280.0,0,94,27.62704216607834,7.544698336480002,S3,138.84278081433175,151.17106055794417,1115.9164420485174,0.051617203939637236,0.02144649574498279,2.4067896477545805
5760.0,0,97,32.0587544491755,7.258073100921327,S3,151.83682612827326,186.93185269452707,1065.8545918367347,0.01571092843648115,0.012241582838323394,1.283406618570325
5820.0,0,90,33.88221282859455,7.194234739581638,S3,175.40927863018885,227.41491951140188,1100.0396825396824,0.013400330271590152,0.007385997369446358,1.8142885248000864
5880.0,0,91,30.428789946964432,7.186172882469195,S3,186.45074900016112,169.92158715599265,1220.7511045655374,0.04999138259697324,0.034141093921739724,1.4642583717899171
5940.0,0,95,25.45819630213944,7.182057086610912,S3,163.65428564903712,164.46950006069957,1179.7142857142856,0.04652408054760705,0.014233188618356865,3.268703998456389
6000.0,0,91,23.898276934942555,7.132229849238177,S3,191.6990215193733,195.6438705274881,1161.0084033613443,0.04510559378478465,0.018476524663900297,2.4412379819952084
6060.0,0,91,26.948278182776733,7.016166135490256,S3,201.66939660221794,219.710913588343,1138.8027210884354,0.046990142997260974,0.012110406958800052,3.8801456596068795
6120.0,0,92,27.81857425199091,6.932297892221124,S3,174.14666359009132,203.10457360162127,1129.7142857142858,0.049899472333088044,0.013868453968015872,3.5980558790596793
240.0,0,89,4.65367909561347,1.2451747299359892,S4,56.446518792512954,71.522610304398,873.6496350364963,0.033878521378922895,0.014689000102862471,2.3063871701056717
300.0,0,90,4.932947238770278,1.2207173689282185,S4,70.56943638342254,83.3268371484248,871.0294117647059,0.030479181474988955,0.013813676684592045,2.2064496057726495
360.0,0,87,5.24548697747042,1.2130082398641875,S4,92.8727165273674,95.3547881803369,930.3683035714287,0.016135511592207784,0.0206736419918364,0.7804871342252792
420.0,0,86,5.2489745798197545,1.2091042761126944,S4,91.1272043971404,71.54945253623343,992.202380952381,0.025954788453562676,0.0488536534130758,0.531276304642056
480.0,0,88,5.363877441464071,1.2107578881045553,S4,82.916044122816,61.9527291547112,1016.5811965811964,0.03544815401509527,0.06747963046413195,0.5253163624530716
540.0,0,88,5.433553354902614,1.2132579646025112,S4,86.17068556865654,74.41442933279816,1018.0097680097681,0.06332077400350734,0.07384946333206903,0.8574303880690543
600.0,0,87,5.472688681715615,1.211467755667399,S4,76.10285712818823,71.110581263344,1008.4745762711866,0.04852734196357955,0.05878073217117568,0.8255654560794313
660.0,0,91,5.537903370685188,1.2107836251592916,S4,69.20919059189993,83.08841935965832,964.5967741935483,0.004250175673557646,0.0077381025268126544,0.5492529543038124
720.0,0,91,5.331076713496386,1.2168972928964141,S4,81.63465983927924,109.32483037265342,982.9988193624557,0.009425773193246475,0.009692649049407264,0.9724661591686217
780.0,0,89,5.097817930621887,1.2265390509812246,S4,89.96256721598323,90.01627658109005,1037.7067669172932,0.019417573305733928,0.022823156859415314,0.85078385191589
840.0,0,89,4.872366156006175,1.2373104518354472,S4,75.40675607522589,114.8558006039495,954.7465437788019,0.004814514969737779,0.00418055044928291,1.1516461834741434
900.0,0,89,4.827016550595326,1.2438219283003924,S4,108.11272953294439,139.33845309246587,979.9063231850116,0.0018046850315864423,0.006445829561610805,0.2799771564446165
960.0,0,89,4.384555151026362,1.249970082583636,S4,114.8367614417337,94.53072557022806,1050.5562579013906,0.021127483037404422,0.06368990792607192,0.3317241887353355
1020.0,0,91,3.497122228444875,1.259062049793941,S4,96.99356433115187,87.25931799545906,1029.341614906832,0.05269657013094465,0.04680869311637795,1.1257859731295636
1080.0,0,90,3.5504656841896893,1.2617587501420082,S4,111.3362221973507,103.5170231328094,1052.7812895069533,0.04634085946735905,0.03795520447415278,1.2209355768038832
1140.0,0,89,4.199558136149975,1.267395168810691,S4,105.1530349492608,114.56159901225016,1039.2919254658384,0.023776108154202447,0.031199768499944384,0.7620604029239778
1200.0,0,89,4.362991573205353,1.2842692744599797,S4,73.88009012268077,123.44580909786337,931.6183035714286,0.004766619632423692,0.003998390480378205,1.1921345991131964
1260.0,0,89,4.143108016861642,1.2882445641984364,S4,85.4915852204474,120.09500896879453,937.0416197975254,0.024625169408695323,0.010343590942651403,2.380717639089378
1320.0,0,90,4.276917244940193,1.2791031708491922,S4,100.27325715746298,88.76933602659426,1032.6086956521738,0.035699899735756706,0.03204401354342171,1.11408952213121
1380.0,0,91,4.499195692594356,1.2816867168524122,S4,92.30722066033901,79.23528677200775,1032.8819875776398,0.06349219574211462,0.06258920742667821,1.014427220803111
1800.0,0,88,5.48735106876683,1.3115146709894319,S4,80.7867453134173,116.66717389079062,937.7727784026996,0.013133231341323203,0.00793594708487236,1.6549040966210569
1860.0,0,86,5.340601356855467,1.3223512082714979,S4,108.9501539898947,110.20975671958665,985.4545454545454,0.043789175213344175,0.024160932106106286,1.8123959382459904
1920.0,0,89,5.098082320769478,1.3297398601331574,S4,101.08403732972491,120.26698384121714,964.9825783972126,0.035039116618261514,0.01731818947642894,2.023255182994261
1980.0,0,91,4.608226574689973,1.3360043404278286,S4,71.90360473529974,92.13283909388481,952.4114285714285,0.02198379747343801,0.017847542282021157,1.231754889612086
2040.0,0,92,3.943472128922244,1.3446963168702275,S4,65.63749941200189,66.74195972270638,978.3021077283372,0.038972993454587934,0.029869948412275242,1.3047559679939633
2100.0,0,89,3.59723111958579,1.3486994748222043,S4,53.02162310800001,56.07315375463358,981.0153482880754,0.052615483228104006,0.08668388202014636,0.6069811596102208
2640.0,0,89,5.934155169283597,1.380953310155676,S4,77.80485668648124,105.60965482591013,938.7064116985376,0.045860970932138936,0.014272401199282629,3.2132624561061274
2700.0,0,90,6.288611574829816,1.3844260532187276,S4,100.21914762669063,112.56700637137395,970.61556329849,0.01205886709534574,0.006444046738730284,1.8713189994214385
2760.0,0,92,5.339251032339191,1.405903615758768,S4,97.19011455568382,94.30492750228674,981.0625737898464,0.014259052599624678,0.07719884865844716,0.18470550853305298
2820.0,0,91,4.976564599354748,1.41362831561434,S4,66.40961726766659,74.89435585639109,959.8963133640552,0.0116657100064774,0.0258838169910229,0.4506951200637578
2880.0,0,94,4.250578923881762,1.4222661746117373,S4,64.76905417376138,126.177225985685,906.082251082251,0.018343825271820463,0.024207113589053433,0.7577865574239973
2940.0,0,91,2.780484097656202,1.4436695051496724,S4,110.93332028920614,160.3977815004691,919.3736263736263,0.011434752568956381,0.008242869562803179,1.3872295905975405
3000.0,0,92,3.844238177805151,1.4481309178676893,S4,126.81671857719842,129.61299297050402,1001.0084033613446,0.06240004115258808,0.0500702940412728,1.246248745836242
3660.0,1,91,12.392936625907804,3.257948888180427,S4,40.16538993278284,70.89210482958867,783.1203007518797,0.03038286744944999,0.013815926478843445,2.199119074350589
3720.0,1,93,13.189056332213381,3.444205378979009,S4,39.13836882082301,68.48668731387052,802.4640460210929,0.027630438616980106,0.012135213311217894,2.2768811646218277
3780.0,1,96,14.307731982074069,3.6496391100605146,S4,36.838869569018065,60.891550509519654,786.5601503759398,0.028395423095976903,0.012439656071491943,2.2826533895137917
3840.0,1,94,14.594349331990301,4.055241416701881,S4,39.25692170586211,67.16935875450005,801.6586768935762,0.0279583547787362,0.019335980009469792,1.4459238562019405
3900.0,1,91,15.10412754430936,4.382616792310913,S4,39.499763195707985,91.39414757187022,791.1542100283823,0.007472669566375274,0.0024669585473474326,3.029102201336205
3960.0,1,93,16.77339326461802,4.506319559875208,S4,36.32829335324168,80.39424264349921,736.5217391304348,0.010648978047427678,0.005002604572986552,2.12868674548671
4020.0,1,94,17.775257788452258,4.568647106290264,S4,44.00178260465716,74.34723789378218,712.4123182207014,0.04539296599314664,0.009421540716567117,4.817998176596138
4080.0,1,92,18.161088727057027,4.52351631399991,S4,50.55786935331762,84.35742073214102,708.1825866441251,0.0588744171821239,0.04438630268940766,1.3264095816697452
4140.0,1,94,17.772552761650783,4.583766125513415,S4,48.440107681118114,78.78964448659754,719.2340791738383,0.05535050725285628,0.04719021074199639,1.1729235021957154
5640.0,0,85,9.780820580841306,2.453298930881723,S4,61.476501646891,110.4948635530196,841.3682092555332,0.009823550345862892,0.004321305208105177,2.2732831570048626
5700.0,0,86,10.586734173755808,2.4359902622966625,S4,72.71769051218845,141.37808044096482,887.72921108742,0.002318308297602292,0.004764262357996308,0.48660382728739904
5760.0,0,90,10.857486128466615,2.434651709896069,S4,75.57972396064403,87.46705121624201,960.2649769585254,0.009547282307383846,0.01924624614292715,0.49605945161895376
5820.0,0,99,10.338961211008625,2.4459370606804622,S4,59.71301014240322,75.11855803547442,936.015625,0.031004335666073267,0.02681719095853704,1.1561365884297916
5880.0,0,94,10.271716970679803,2.445811538755504,S4,60.82021571365709,87.75753368900544,981.9244391971664,0.05928607410605454,0.020076627128308443,2.9529897490829025
5940.0,0,84,10.85417531133711,2.434759478548708,S4,62.807722399102325,68.66191330422032,1011.2332112332113,0.04479702416713446,0.045347601229238935,0.9878587390031673
6000.0,0,86,10.318064064553045,2.4531762682744245,S4,68.41301145289849,72.24062211106155,986.1038961038962,0.03572935175979764,0.0627647749919935,0.5692580235387669
240.0,0,89,20.292369259097924,5.964065246317562,S5,36.26546956359853,87.50171500703703,881.6719576719576,0.040305954648085965,0.002309418658262986,17.452857455651554
300.0,0,89,19.129580767059302,5.3390071284693414,S5,40.75753953504941,86.32400626370078,915.2527472527472,0.04708127581107562,0.0026819487833436174,17.554875060805166
360.0,0,89,18.473243330468776,4.81911902988471,S5,30.89922175010085,62.67384653455056,936.1642294713162,0.031502995708453635,0.0023576943530165735,13.36178104178213
420.0,0,92,16.084976762274557,4.457357149865251,S5,29.424197697443674,53.05802654058885,947.4057142857143,0.03149180864638965,0.004083553703257586,7.711863473539626
480.0,0,93,15.263920695641428,4.215666120919213,S5,30.283489936504388,55.32654749426593,961.2096774193549,0.034208549618159945,0.00474318364434363,7.2121495145891155
540.0,0,91,14.71623901196425,4.0268947574923315,S5,26.580517697062014,44.907195355143145,970.0696864111497,0.01898427561469447,0.004806811983505597,3.9494525019572917
600.0,0,92,14.664822316015961,3.887697217326323,S5,30.15803048478277,43.47869823491031,983.1050767414403,0.027702175219232763,0.010827381875042681,2.558529433887134
660.0,0,93,13.370790378925527,3.7939841695800625,S5,31.525549257178547,42.473989401945495,1003.0132052821131,0.050926804130544845,0.009423813995586379,5.404054468222346
720.0,0,91,12.88112698230752,3.7162745344836923,S5,29.279035243018217,49.26431557543089,982.9870129870129,0.03569994971689161,0.011945188762790127,2.9886467619581514
780.0,0,88,14.954592788641115,3.638495514857677,S5,32.39031727324114,47.49453220905078,979.13813459268,0.0313132884935937,0.007849636181452057,3.9891388301006896
840.0,0,85,16.934118863834566,3.6032163475220473,S5,72.90183036624182,81.78808798577734,985.8205430932703,0.03884011853649937,0.024091500628294623,1.6121917491052016
900.0,0,88,16.584482342166183,3.598568355423028,S5,71.40138855586302,89.20609165629398,965.1152073732721,0.028601169184480024,0.014307734908726786,1.9990004963703356
960.0,0,92,14.300140035200384,3.5935800527541004,S5,27.228436515930195,66.62580380322855,941.5079365079364,0.011099009923261793,0.0018274231706635028,6.073584980993731
1020.0,0,91,13.322136066428302,3.592929290118849,S5,25.66321458996084,61.799890155466365,935.1068616422948,0.00491349885342977,0.0010289686311453763,4.775168751218786
1080.0,0,88,13.85217454439217,3.5932649031274,S5,27.247799948634686,61.76404218584586,925.359911406423,0.0168019335223244,0.0015835849491016318,10.610061387522117
1140.0,0,87,13.981800791053693,3.5934428616271576,S5,28.452687923762355,61.16522754626513,916.4835164835165,0.048744725427503625,0.0039418657728685965,12.365901894226814
1200.0,0,88,14.616402582660344,3.5933911680332953,S5,28.019305388432556,63.04883300264862,916.3076923076923,0.0438900853037503,0.002093326668756805,20.96666801164672
1260.0,0,89,13.798505614980282,3.5925528987363697,S5,26.22261478954829,58.92399917659696,937.6715410573678,0.027402561101071594,0.001984609416840939,13.807533547175462
1320.0,0,89,12.944908251749668,3.5933972881686667,S5,27.555395433344266,45.19839017999552,960.3571428571428,0.040110950630709345,0.00575121010102146,6.9743497326910955
1380.0,0,92,15.746916457943298,3.6198086396086957,S5,33.63617203283885,70.15489503526445,959.1244239631335,0.020611010963807144,0.002041700225471783,10.095023111948025
1860.0,0,89,20.75933159477225,5.774606004786715,S5,25.645836367435013,62.44536641967161,866.0041407867494,0.02606875524138717,0.0021447242797520204,12.15482823946084
1920.0,0,88,22.177905691242408,5.684165472572468,S5,24.40732221814255,61.39585674511158,893.1578947368421,0.012062512084437623,0.001223067338950271,9.86250854739575
1980.0,0,89,20.000000716256437,5.499480860708647,S5,23.692478575489048,64.57923656686864,902.1645021645022,0.014638002824784203,0.0015974881925354988,9.16313678760347
2040.0,0,89,19.119715663094777,5.323297811408501,S5,21.71927357403988,43.53061975364272,911.5485278080698,0.039036635656614374,0.00413005692184165,9.451839622396147
2100.0,0,88,21.106221311958542,5.229899116452515,S5,25.550827271799744,55.70708276026761,891.5467239527391,0.018320698601001172,0.0008688345361333817,21.086522046573684
2160.0,0,88,20.848586008939424,5.312693799780481,S5,41.75036073693317,81.42280372275494,910.4471101417665,0.04552654971089914,0.0011284639723010209,40.34382206998347
2640.0,0,83,27.22963097014257,7.7101901288787085,S5,25.9429641740981,66.83476002964231,865.7142857142859,0.021401076475970858,0.0013752164684072748,15.561969310007463
2700.0,0,86,25.32452857754266,7.073586134284549,S5,29.344050814708172,77.93701876374111,875.7457983193278,0.045241019272968024,0.003996186420758109,11.321048246889703
